,type,sms,processedSMS,filteredSMS
493,0,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,idk sit stop shop park lot right bawl eye feel like failur everyth nobodi want feel like fail,"['idk', 'sit', 'stop', 'shop', 'park', 'lot', 'right', 'bawl', 'eye', 'feel', 'like', 'failur', 'everyth', 'nobodi', 'want', 'feel', 'like', 'fail']"
494,0,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,miss call caus yell scrappi miss u wait u come home lone today,"['miss', 'call', 'caus', 'yell', 'scrappi', 'miss', 'u', 'wait', 'u', 'come', 'home', 'lone', 'today']"
495,0,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,nice pub near franki n benni near warner cinema,"['nice', 'pub', 'near', 'franki', 'n', 'benni', 'near', 'warner', 'cinema']"
496,0,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,hi im relax time ever get 7am everi day parti good night get home tomorrow 5ish,"['hi', 'im', 'relax', 'time', 'ever', 'get', '7am', 'everi', 'day', 'parti', 'good', 'night', 'get', 'home', 'tomorrow', '5ish']"
497,0,I know she called me,know call,"['know', 'call']"
498,0,Bugis oso near wat... ,bugi oso near wat,"['bugi', 'oso', 'near', 'wat']"
499,0,"Oops I did have it,  &lt;#&gt; ?",oop lt gt,"['oop', 'lt', 'gt']"
500,0,I've been trying to reach him without success,tri reach without success,"['tri', 'reach', 'without', 'success']"
501,0,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,true dear sat pray even felt sm time,"['true', 'dear', 'sat', 'pray', 'even', 'felt', 'sm', 'time']"
502,0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife,"['said', 'u', 'mind', 'go', 'bedroom', 'minut', 'ok', 'sed', 'sexi', 'mood', 'came', '5', 'minut', 'latr', 'wid', 'cake', 'n', 'wife']"
503,0,Wat  _ doing now?,wat,['wat']
504,0,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,im reali soz imat mum 2nite 2moro,"['im', 'reali', 'soz', 'imat', 'mum', '2nite', '2moro']"
505,0,What you did in  leave.,leav,['leav']
506,0,Its a part of checking IQ,part check iq,"['part', 'check', 'iq']"
507,0,K..i deleted my contact that why?,k delet contact,"['k', 'delet', 'contact']"
508,0,Missing you too.pray inshah allah,miss pray inshah allah,"['miss', 'pray', 'inshah', 'allah']"
509,0,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",pleas protect e threat sib never ask sensit inform like password atm sm pin thru email never share password anybodi,"['pleas', 'protect', 'e', 'threat', 'sib', 'never', 'ask', 'sensit', 'inform', 'like', 'password', 'atm', 'sm', 'pin', 'thru', 'email', 'never', 'share', 'password', 'anybodi']"
510,0,Where at were hungry too,hungri,['hungri']
511,0,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),height recycl read twice peopl spend time earn money money spent spend time good morn keep smile,"['height', 'recycl', 'read', 'twice', 'peopl', 'spend', 'time', 'earn', 'money', 'money', 'spent', 'spend', 'time', 'good', 'morn', 'keep', 'smile']"
512,0,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",send ur birthdat month year tel u ur life partner name method calcul repli must,"['send', 'ur', 'birthdat', 'month', 'year', 'tel', 'u', 'ur', 'life', 'partner', 'name', 'method', 'calcul', 'repli', 'must']"
513,0,"Yeah, probably earlier than that",yeah probabl earlier,"['yeah', 'probabl', 'earlier']"
514,0,I wont touch you with out your permission.,wont touch permiss,"['wont', 'touch', 'permiss']"
515,0,Then ur physics get a-?,ur physic get,"['ur', 'physic', 'get']"
516,0,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",yo gon na still stock tomorrow today tri get dubsack,"['yo', 'gon', 'na', 'still', 'stock', 'tomorrow', 'today', 'tri', 'get', 'dubsack']"
517,0,Wat time r  _ going to xin's hostel?,wat time r go xin hostel,"['wat', 'time', 'r', 'go', 'xin', 'hostel']"
518,0,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,read shame tell take run blame u 4 ever realli 4 ever long time,"['read', 'shame', 'tell', 'take', 'run', 'blame', 'u', '4', 'ever', 'realli', '4', 'ever', 'long', 'time']"
519,0,This phone has the weirdest auto correct.,phone weirdest auto correct,"['phone', 'weirdest', 'auto', 'correct']"
520,0,Lol they don't know about my awesome phone. I could click delete right now if I want.,lol know awesom phone could click delet right want,"['lol', 'know', 'awesom', 'phone', 'could', 'click', 'delet', 'right', 'want']"
521,0,Shant disturb u anymore... Jia you...,shant disturb u anymor jia,"['shant', 'disturb', 'u', 'anymor', 'jia']"
522,0,Anything...,anyth,['anyth']
523,0,Hey what happen de. Are you alright.,hey happen de alright,"['hey', 'happen', 'de', 'alright']"
524,0,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",enufcredeit tocal shall ileav uni 6 get bu yor hous,"['enufcredeit', 'tocal', 'shall', 'ileav', 'uni', '6', 'get', 'bu', 'yor', 'hous']"
525,0,Ok... But bag again..,ok bag,"['ok', 'bag']"
526,0,Okie...,oki,['oki']
527,0,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream,"['heart', 'empti', 'without', 'love', 'mind', 'empti', 'without', 'wisdom', 'eye', 'r', 'empti', 'without', 'dream', 'amp', 'life', 'empti', 'without', 'frnd', 'alwi', 'touch', 'good', 'night', 'amp', 'sweet', 'dream']"
528,0,Just finished eating. Got u a plate. NOT leftovers this time.,finish eat got u plate leftov time,"['finish', 'eat', 'got', 'u', 'plate', 'leftov', 'time']"
529,0,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,pleas give us connect today lt decim gt refund bill,"['pleas', 'give', 'us', 'connect', 'today', 'lt', 'decim', 'gt', 'refund', 'bill']"
530,0,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,good day pray remov teeth pain maintain stuff,"['good', 'day', 'pray', 'remov', 'teeth', 'pain', 'maintain', 'stuff']"
531,0,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin 2 bristol 1 st week april le got rudi new yr eve snore drunk u bak colleg yet work send ink 2 bath,"['hiya', 'comin', '2', 'bristol', '1', 'st', 'week', 'april', 'le', 'got', 'rudi', 'new', 'yr', 'eve', 'snore', 'drunk', 'u', 'bak', 'colleg', 'yet', 'work', 'send', 'ink', '2', 'bath']"
532,0,What you thinked about me. First time you saw me in class.,think first time saw class,"['think', 'first', 'time', 'saw', 'class']"
533,0,will you like to be spoiled? :),like spoil,"['like', 'spoil']"
534,0,You tell what happen dont behave like this to me. Ok no need to say,tell happen dont behav like ok need say,"['tell', 'happen', 'dont', 'behav', 'like', 'ok', 'need', 'say']"
535,0,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",gettin bit arti collag mo well tryin 2 ne way got roast min love shall enjoy,"['gettin', 'bit', 'arti', 'collag', 'mo', 'well', 'tryin', '2', 'ne', 'way', 'got', 'roast', 'min', 'love', 'shall', 'enjoy']"
536,0,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,hello littl parti anim thought buzz friend grin remind love send naughti ador kiss,"['hello', 'littl', 'parti', 'anim', 'thought', 'buzz', 'friend', 'grin', 'remind', 'love', 'send', 'naughti', 'ador', 'kiss']"
537,0,\ER,er,['er']
538,0,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",forgot take 3 year shower sorri phone dead yet,"['forgot', 'take', '3', 'year', 'shower', 'sorri', 'phone', 'dead', 'yet']"
539,0,The bus leaves at  &lt;#&gt; ,bu leav lt gt,"['bu', 'leav', 'lt', 'gt']"
540,0,I am not at all happy with what you saying or doing,happi say,"['happi', 'say']"
541,0,I not free today i haf 2 pick my parents up tonite...,free today haf 2 pick parent tonit,"['free', 'today', 'haf', '2', 'pick', 'parent', 'tonit']"
542,0,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,know lack particular dramastorm detail part worri,"['know', 'lack', 'particular', 'dramastorm', 'detail', 'part', 'worri']"
543,0,Ok.,ok,['ok']
544,0,Everybody had fun this evening. Miss you.,everybodi fun even miss,"['everybodi', 'fun', 'even', 'miss']"
545,0,"K, text me when you're on the way",k text way,"['k', 'text', 'way']"
546,0,"Haha awesome, be there in a minute",haha awesom minut,"['haha', 'awesom', 'minut']"
547,0,Yes:)from last week itself i'm taking live call.,ye last week take live call,"['ye', 'last', 'week', 'take', 'live', 'call']"
548,0,K...k:)why cant you come here and search job:),k k cant come search job,"['k', 'k', 'cant', 'come', 'search', 'job']"
549,0,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,make life stressful alway find time laugh may add year life sure add life ur year gud ni8 swt dream,"['make', 'life', 'stressful', 'alway', 'find', 'time', 'laugh', 'may', 'add', 'year', 'life', 'sure', 'add', 'life', 'ur', 'year', 'gud', 'ni8', 'swt', 'dream']"
550,0,Thank you princess! I want to see your nice juicy booty...,thank princess want see nice juici booti,"['thank', 'princess', 'want', 'see', 'nice', 'juici', 'booti']"
551,0,"I'm outside islands, head towards hard rock and you'll run into me",outsid island head toward hard rock run,"['outsid', 'island', 'head', 'toward', 'hard', 'rock', 'run']"
552,0,All e best 4 ur driving tmr :-),e best 4 ur drive tmr,"['e', 'best', '4', 'ur', 'drive', 'tmr']"
553,0,Aight do you still want to get money,aight still want get money,"['aight', 'still', 'want', 'get', 'money']"
554,0,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,diet ate 1 mani slice pizza yesterday ugh alway diet,"['diet', 'ate', '1', 'mani', 'slice', 'pizza', 'yesterday', 'ugh', 'alway', 'diet']"
555,0,Give me a sec to think think about it,give sec think think,"['give', 'sec', 'think', 'think']"
556,0,Ok.,ok,['ok']
557,0,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,still havent collect dough pl let know go place sent get control number,"['still', 'havent', 'collect', 'dough', 'pl', 'let', 'know', 'go', 'place', 'sent', 'get', 'control', 'number']"
558,0,yay! finally lol. i missed our cinema trip last week :-(,yay final lol miss cinema trip last week,"['yay', 'final', 'lol', 'miss', 'cinema', 'trip', 'last', 'week']"
559,0,ITS A LAPTOP TAKE IT WITH YOU.,laptop take,"['laptop', 'take']"
560,0,Yo dude guess who just got arrested the other day,yo dude guess got arrest day,"['yo', 'dude', 'guess', 'got', 'arrest', 'day']"
561,0,Apps class varaya elaya.,app class varaya elaya,"['app', 'class', 'varaya', 'elaya']"
562,0,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,dunno lei thk mum lazi go neva ask yet,"['dunno', 'lei', 'thk', 'mum', 'lazi', 'go', 'neva', 'ask', 'yet']"
563,0,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,let know need anyth els salad desert someth mani beer shall get,"['let', 'know', 'need', 'anyth', 'els', 'salad', 'desert', 'someth', 'mani', 'beer', 'shall', 'get']"
564,0,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn,"['never', 'blame', 'day', 'ur', 'life', 'good', 'day', 'give', 'u', 'happi', 'bad', 'day', 'give', 'u', 'experi', 'essenti', 'life', 'god', 'bless', 'good', 'morn']"
565,0,X course it 2yrs. Just so her messages on messenger lik you r sending me,x cours 2yr messag messeng lik r send,"['x', 'cours', '2yr', 'messag', 'messeng', 'lik', 'r', 'send']"
566,0,Ok. I asked for money how far,ok ask money far,"['ok', 'ask', 'money', 'far']"
567,0,Does daddy have a bb now.,daddi bb,"['daddi', 'bb']"
568,0,Not sure I have the stomach for it ...,sure stomach,"['sure', 'stomach']"
569,0,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,also sorta blown coupl time recent id rather text blue look weed,"['also', 'sorta', 'blown', 'coupl', 'time', 'recent', 'id', 'rather', 'text', 'blue', 'look', 'weed']"
570,0,Is that on the telly? No its Brdget Jones!,telli brdget jone,"['telli', 'brdget', 'jone']"
571,0,Ok leave no need to ask,ok leav need ask,"['ok', 'leav', 'need', 'ask']"
572,0,Watching telugu movie..wat abt u?,watch telugu movi wat abt u,"['watch', 'telugu', 'movi', 'wat', 'abt', 'u']"
573,0,Want to send me a virtual hug?... I need one,want send virtual hug need one,"['want', 'send', 'virtual', 'hug', 'need', 'one']"
574,0,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",carlo pick swing usf littl bit,"['carlo', 'pick', 'swing', 'usf', 'littl', 'bit']"
575,0,Nah dub but je still buff,nah dub je still buff,"['nah', 'dub', 'je', 'still', 'buff']"
576,0,K.k:)when are you going?,k k go,"['k', 'k', 'go']"
577,0,Gud mrng dear hav a nice day,gud mrng dear hav nice day,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']"
578,0,R u sure they'll understand that! Wine * good idea just had a slurp!,r u sure understand wine good idea slurp,"['r', 'u', 'sure', 'understand', 'wine', 'good', 'idea', 'slurp']"
579,0,U can call me now...,u call,"['u', 'call']"
580,0,R u saying i should re order the slippers cos i had to pay for returning it.,r u say order slipper co pay return,"['r', 'u', 'say', 'order', 'slipper', 'co', 'pay', 'return']"
581,0,That seems unnecessarily hostile,seem unnecessarili hostil,"['seem', 'unnecessarili', 'hostil']"
582,0,I think just yourself    _Thanks and see you tomo,think thank see tomo,"['think', 'thank', 'see', 'tomo']"
583,0,Are you still getting the goods.,still get good,"['still', 'get', 'good']"
584,0,Hi :)finally i completed the course:),hi final complet cours,"['hi', 'final', 'complet', 'cours']"
585,0,say thanks2. ,say thanks2,"['say', 'thanks2']"
586,0,Dear i am not denying your words please,dear deni word pleas,"['dear', 'deni', 'word', 'pleas']"
587,0,"That's very rude, you on campus?",rude campu,"['rude', 'campu']"
588,0,They will pick up and drop in car.so no problem..,pick drop car problem,"['pick', 'drop', 'car', 'problem']"
589,0,Thanks chikku..:-) gud nyt:-*,thank chikku gud nyt,"['thank', 'chikku', 'gud', 'nyt']"
590,0,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",hey guy know breath neck get bud anyway abl get half track usf tonight,"['hey', 'guy', 'know', 'breath', 'neck', 'get', 'bud', 'anyway', 'abl', 'get', 'half', 'track', 'usf', 'tonight']"
